Time,C6_avg,psi6,V,S-4,S-3,S-2,S-1,S0
779.9999,5.56,0.9954,4.0,2.0,2.0,2.0,2.0,2.0
799.9999,5.56,0.99619,4.0,2.0,2.0,2.0,2.0,2.0
829.9999,5.56,0.99611,4.0,2.0,2.0,2.0,2.0,2.0
839.9999,5.56,0.99454,4.0,2.0,2.0,2.0,2.0,2.0
849.9999,5.56,0.99645,4.0,2.0,2.0,2.0,2.0,2.0
859.9999,5.56,0.99603,4.0,2.0,2.0,2.0,2.0,2.0
869.9999,5.56,0.99543,4.0,2.0,2.0,2.0,2.0,2.0
879.9999,5.56,0.99556,4.0,2.0,2.0,2.0,2.0,2.0
889.9999,5.56,0.99662,4.0,2.0,2.0,2.0,2.0,2.0
899.9999,5.56,0.99441,4.0,2.0,2.0,2.0,2.0,2.0
299.9999,5.56,0.99556,4.0,0.0,1.0,2.0,2.0,2.0
319.9999,5.56,0.99494,4.0,1.0,1.0,2.0,2.0,2.0
329.9999,5.56,0.99574,4.0,1.0,1.0,2.0,2.0,2.0
339.9999,5.56,0.9951,4.0,1.0,1.0,2.0,2.0,2.0
349.9999,5.56,0.99463,4.0,1.0,2.0,2.0,2.0,2.0
369.9999,5.56,0.99409,4.0,1.0,2.0,2.0,2.0,2.0
379.9999,5.56,0.99491,4.0,1.0,2.0,2.0,2.0,2.0
399.9999,5.56,0.99357,4.0,1.0,2.0,2.0,2.0,2.0
409.9999,5.56,0.99507,4.0,1.0,2.0,2.0,2.0,2.0
419.9999,5.56,0.99628,4.0,1.0,2.0,2.0,2.0,2.0
429.9999,5.56,0.99416,4.0,1.0,2.0,2.0,2.0,2.0
439.9999,5.56,0.99533,4.0,1.0,2.0,2.0,2.0,2.0
449.9999,5.56,0.99314,4.0,2.0,2.0,2.0,2.0,2.0
459.9999,5.56,0.99474,4.0,2.0,2.0,2.0,2.0,2.0
469.9999,5.56,0.9954,4.0,2.0,2.0,2.0,2.0,2.0
479.9999,5.56,0.99515,4.0,2.0,2.0,2.0,2.0,2.0
489.9999,5.56,0.99266,4.0,2.0,2.0,2.0,2.0,2.0
499.9999,5.56,0.99247,4.0,2.0,2.0,2.0,2.0,2.0
509.9999,5.56,0.99603,4.0,2.0,2.0,2.0,2.0,2.0
519.9999,5.56,0.9942,4.0,2.0,2.0,2.0,2.0,2.0
529.9999,5.54,0.98792,4.0,2.0,2.0,2.0,2.0,2.0
539.9999,5.54,0.98802,4.0,2.0,2.0,2.0,2.0,2.0
549.9999,5.56,0.99051,4.0,2.0,2.0,2.0,2.0,2.0
559.9999,5.56,0.99417,4.0,2.0,2.0,2.0,2.0,2.0
569.9999,5.56,0.99407,4.0,2.0,2.0,2.0,2.0,2.0
589.9999,5.56,0.9951,4.0,2.0,2.0,2.0,2.0,2.0
599.9999,5.56,0.99239,4.0,2.0,2.0,2.0,2.0,2.0
609.9999,5.56,0.99349,4.0,2.0,2.0,2.0,2.0,2.0
629.9999,5.56,0.99407,4.0,2.0,2.0,2.0,2.0,2.0
639.9999,5.56,0.99448,4.0,2.0,2.0,2.0,2.0,2.0
669.9999,5.56,0.99387,4.0,2.0,2.0,2.0,2.0,2.0
679.9999,5.56,0.99348,4.0,2.0,2.0,2.0,2.0,2.0
689.9999,5.56,0.99524,4.0,2.0,2.0,2.0,2.0,2.0
699.9999,5.56,0.99524,4.0,2.0,2.0,2.0,2.0,2.0
719.9999,5.56,0.99621,4.0,2.0,2.0,2.0,2.0,2.0
729.9999,5.56,0.99629,4.0,2.0,2.0,2.0,2.0,2.0
739.9999,5.56,0.99307,4.0,2.0,2.0,2.0,2.0,2.0
749.9999,5.56,0.9953,4.0,2.0,2.0,2.0,2.0,2.0
769.9999,5.56,0.99522,4.0,2.0,2.0,2.0,2.0,2.0
789.9999,5.56,0.9955,4.0,2.0,2.0,2.0,2.0,2.0
799.9999,5.56,0.99485,4.0,2.0,2.0,2.0,2.0,2.0
809.9999,5.56,0.99514,4.0,2.0,2.0,2.0,2.0,2.0
819.9999,5.56,0.993,4.0,2.0,2.0,2.0,2.0,2.0
839.9999,5.56,0.99515,4.0,2.0,2.0,2.0,2.0,2.0
849.9999,5.56,0.99469,4.0,2.0,2.0,2.0,2.0,2.0
869.9999,5.56,0.99334,4.0,2.0,2.0,2.0,2.0,2.0
879.9999,5.56,0.99596,4.0,2.0,2.0,2.0,2.0,2.0
889.9999,5.56,0.99619,4.0,2.0,2.0,2.0,2.0,2.0
299.9999,5.56,0.99556,4.0,0.0,1.0,2.0,2.0,2.0
309.9999,5.56,0.99422,4.0,1.0,1.0,2.0,2.0,2.0
319.9999,5.56,0.99494,4.0,1.0,1.0,2.0,2.0,2.0
329.9999,5.56,0.99574,4.0,1.0,1.0,2.0,2.0,2.0
339.9999,5.56,0.9951,4.0,1.0,1.0,2.0,2.0,2.0
349.9999,5.56,0.99463,4.0,1.0,2.0,2.0,2.0,2.0
359.9999,5.56,0.9937,4.0,1.0,2.0,2.0,2.0,2.0
369.9999,5.56,0.99409,4.0,1.0,2.0,2.0,2.0,2.0
379.9999,5.56,0.99491,4.0,1.0,2.0,2.0,2.0,2.0
399.9999,5.56,0.99357,4.0,1.0,2.0,2.0,2.0,2.0
409.9999,5.56,0.99507,4.0,1.0,2.0,2.0,2.0,2.0
429.9999,5.56,0.99416,4.0,1.0,2.0,2.0,2.0,2.0
439.9999,5.56,0.99533,4.0,1.0,2.0,2.0,2.0,2.0
449.9999,5.56,0.99314,4.0,2.0,2.0,2.0,2.0,2.0
469.9999,5.56,0.9954,4.0,2.0,2.0,2.0,2.0,2.0
479.9999,5.56,0.99515,4.0,2.0,2.0,2.0,2.0,2.0
499.9999,5.56,0.99247,4.0,2.0,2.0,2.0,2.0,2.0
509.9999,5.56,0.99603,4.0,2.0,2.0,2.0,2.0,2.0
529.9999,5.54,0.98792,4.0,2.0,2.0,2.0,2.0,2.0
539.9999,5.54,0.98802,4.0,2.0,2.0,2.0,2.0,2.0
569.9999,5.56,0.99407,4.0,2.0,2.0,2.0,2.0,2.0
619.9999,5.56,0.99595,4.0,2.0,2.0,2.0,2.0,2.0
679.9999,5.56,0.99348,4.0,2.0,2.0,2.0,2.0,2.0
689.9999,5.56,0.99524,4.0,2.0,2.0,2.0,2.0,2.0
699.9999,5.56,0.99524,4.0,2.0,2.0,2.0,2.0,2.0
709.9999,5.56,0.99414,4.0,2.0,2.0,2.0,2.0,2.0
719.9999,5.56,0.99621,4.0,2.0,2.0,2.0,2.0,2.0
729.9999,5.56,0.99629,4.0,2.0,2.0,2.0,2.0,2.0
749.9999,5.56,0.9953,4.0,2.0,2.0,2.0,2.0,2.0
769.9999,5.56,0.99522,4.0,2.0,2.0,2.0,2.0,2.0
779.9999,5.56,0.99427,4.0,2.0,2.0,2.0,2.0,2.0
789.9999,5.56,0.9955,4.0,2.0,2.0,2.0,2.0,2.0
799.9999,5.56,0.99485,4.0,2.0,2.0,2.0,2.0,2.0
809.9999,5.56,0.99514,4.0,2.0,2.0,2.0,2.0,2.0
829.9999,5.56,0.99512,4.0,2.0,2.0,2.0,2.0,2.0
839.9999,5.56,0.99515,4.0,2.0,2.0,2.0,2.0,2.0
849.9999,5.56,0.99469,4.0,2.0,2.0,2.0,2.0,2.0
859.9999,5.56,0.99454,4.0,2.0,2.0,2.0,2.0,2.0
869.9999,5.56,0.99334,4.0,2.0,2.0,2.0,2.0,2.0
879.9999,5.56,0.99596,4.0,2.0,2.0,2.0,2.0,2.0
319.9999,5.53333,0.9925,4.0,1.0,1.0,2.0,2.0,2.0
359.9999,5.53333,0.99473,4.0,1.0,1.0,2.0,2.0,2.0
369.9999,5.53333,0.99533,4.0,1.0,1.0,2.0,2.0,2.0
379.9999,5.53333,0.99318,4.0,1.0,1.0,2.0,2.0,2.0
399.9999,5.53333,0.99604,4.0,1.0,2.0,2.0,2.0,2.0
409.9999,5.53333,0.99611,4.0,1.0,2.0,2.0,2.0,2.0
429.9999,5.53333,0.9953,4.0,1.0,2.0,2.0,2.0,2.0
439.9999,5.53333,0.99646,4.0,1.0,2.0,2.0,2.0,2.0
449.9999,5.53333,0.99332,4.0,1.0,2.0,2.0,2.0,2.0
459.9999,5.513330000000002,0.98966,4.0,1.0,2.0,2.0,2.0,2.0
469.9999,5.53333,0.99353,4.0,1.0,2.0,2.0,2.0,2.0
499.9999,5.53333,0.99484,4.0,2.0,2.0,2.0,2.0,2.0
509.9999,5.53333,0.99537,4.0,2.0,2.0,2.0,2.0,2.0
519.9999,5.53333,0.99463,4.0,2.0,2.0,2.0,2.0,2.0
529.9999,5.53333,0.99565,4.0,2.0,2.0,2.0,2.0,2.0
549.9999,5.53333,0.995,4.0,2.0,2.0,2.0,2.0,2.0
569.9999,5.53333,0.99451,4.0,2.0,2.0,2.0,2.0,2.0
579.9999,5.53333,0.99579,4.0,2.0,2.0,2.0,2.0,2.0
599.9999,5.53333,0.9939,4.0,2.0,2.0,2.0,2.0,2.0
609.9999,5.53333,0.99437,4.0,2.0,2.0,2.0,2.0,2.0
619.9999,5.53333,0.99567,4.0,2.0,2.0,2.0,2.0,2.0
629.9999,5.53333,0.99566,4.0,2.0,2.0,2.0,2.0,2.0
639.9999,5.53333,0.99658,4.0,2.0,2.0,2.0,2.0,2.0
669.9999,5.50667,0.98495,4.0,2.0,2.0,2.0,2.0,2.0
689.9999,5.53333,0.99558,4.0,2.0,2.0,2.0,2.0,2.0
699.9999,5.53333,0.99526,4.0,2.0,2.0,2.0,2.0,2.0
719.9999,5.53333,0.99483,4.0,2.0,2.0,2.0,2.0,2.0
739.9999,5.53333,0.99325,4.0,2.0,2.0,2.0,2.0,2.0
749.9999,5.53333,0.99473,4.0,2.0,2.0,2.0,2.0,2.0
759.9999,5.53333,0.99448,4.0,2.0,2.0,2.0,2.0,2.0
769.9999,5.53333,0.99479,4.0,2.0,2.0,2.0,2.0,2.0
779.9999,5.53333,0.99613,4.0,2.0,2.0,2.0,2.0,2.0
789.9999,5.53333,0.99486,4.0,2.0,2.0,2.0,2.0,2.0
819.9999,5.53333,0.99434,4.0,2.0,2.0,2.0,2.0,2.0
829.9999,5.53333,0.99237,4.0,2.0,2.0,2.0,2.0,2.0
839.9999,5.53333,0.99629,4.0,2.0,2.0,2.0,2.0,2.0
849.9999,5.53333,0.99416,4.0,2.0,2.0,2.0,2.0,2.0
859.9999,5.53333,0.99427,4.0,2.0,2.0,2.0,2.0,2.0
869.9999,5.53333,0.99382,4.0,2.0,2.0,2.0,2.0,2.0
879.9999,5.53333,0.99547,4.0,2.0,2.0,2.0,2.0,2.0
889.9999,5.53333,0.99321,4.0,2.0,2.0,2.0,2.0,2.0
899.9999,5.53333,0.99105,4.0,2.0,2.0,2.0,2.0,2.0
299.9999,5.54,0.99745,4.0,0.0,2.0,2.0,2.0,2.0
309.9999,5.54,0.99476,4.0,1.0,2.0,2.0,2.0,2.0
319.9999,5.54,0.99601,4.0,1.0,2.0,2.0,2.0,2.0
339.9999,5.54,0.99365,4.0,2.0,2.0,2.0,2.0,2.0
359.9999,5.54,0.99717,4.0,2.0,2.0,2.0,2.0,2.0
369.9999,5.54,0.99527,4.0,2.0,2.0,2.0,2.0,2.0
379.9999,5.54,0.99515,4.0,2.0,2.0,2.0,2.0,2.0
389.9999,5.54,0.99453,4.0,2.0,2.0,2.0,2.0,2.0
399.9999,5.54,0.99514,4.0,2.0,2.0,2.0,2.0,2.0
409.9999,5.54,0.9934,4.0,2.0,2.0,2.0,2.0,2.0
429.9999,5.54,0.99547,4.0,2.0,2.0,2.0,2.0,2.0
449.9999,5.54,0.99371,4.0,2.0,2.0,2.0,2.0,2.0
469.9999,5.54,0.99595,4.0,2.0,2.0,2.0,2.0,2.0
479.9999,5.54,0.99608,4.0,2.0,2.0,2.0,2.0,2.0
509.9999,5.54,0.99459,4.0,2.0,2.0,2.0,2.0,2.0
519.9999,5.54,0.99522,4.0,2.0,2.0,2.0,2.0,2.0
529.9999,5.54,0.99516,4.0,2.0,2.0,2.0,2.0,2.0
539.9999,5.54,0.99591,4.0,2.0,2.0,2.0,2.0,2.0
549.9999,5.54,0.99579,4.0,2.0,2.0,2.0,2.0,2.0
569.9999,5.54,0.99578,4.0,2.0,2.0,2.0,2.0,2.0
579.9999,5.54,0.99603,4.0,2.0,2.0,2.0,2.0,2.0
589.9999,5.54,0.99638,4.0,2.0,2.0,2.0,2.0,2.0
599.9999,5.54,0.99702,4.0,2.0,2.0,2.0,2.0,2.0
609.9999,5.54,0.99654,4.0,2.0,2.0,2.0,2.0,2.0
619.9999,5.54,0.9961,4.0,2.0,2.0,2.0,2.0,2.0
629.9999,5.54,0.99487,4.0,2.0,2.0,2.0,2.0,2.0
649.9999,5.54,0.99468,4.0,2.0,2.0,2.0,2.0,2.0
659.9999,5.54,0.9948,4.0,2.0,2.0,2.0,2.0,2.0
669.9999,5.54,0.9958,4.0,2.0,2.0,2.0,2.0,2.0
679.9999,5.54,0.99472,4.0,2.0,2.0,2.0,2.0,2.0
689.9999,5.54,0.99558,4.0,2.0,2.0,2.0,2.0,2.0
699.9999,5.54,0.99526,4.0,2.0,2.0,2.0,2.0,2.0
709.9999,5.54,0.99484,4.0,2.0,2.0,2.0,2.0,2.0
729.9999,5.54,0.99553,4.0,2.0,2.0,2.0,2.0,2.0
739.9999,5.54,0.99576,4.0,2.0,2.0,2.0,2.0,2.0
749.9999,5.54,0.99669,4.0,2.0,2.0,2.0,2.0,2.0
769.9999,5.54,0.99357,4.0,2.0,2.0,2.0,2.0,2.0
779.9999,5.54,0.99407,4.0,2.0,2.0,2.0,2.0,2.0
799.9999,5.54,0.99626,4.0,2.0,2.0,2.0,2.0,2.0
809.9999,5.54,0.99132,4.0,2.0,2.0,2.0,2.0,2.0
829.9999,5.54,0.99405,4.0,2.0,2.0,2.0,2.0,2.0
849.9999,5.54,0.99539,4.0,2.0,2.0,2.0,2.0,2.0
859.9999,5.54,0.9958,4.0,2.0,2.0,2.0,2.0,2.0
869.9999,5.54,0.99537,4.0,2.0,2.0,2.0,2.0,2.0
879.9999,5.54,0.99359,4.0,2.0,2.0,2.0,2.0,2.0
889.9999,5.54,0.99349,4.0,2.0,2.0,2.0,2.0,2.0
299.9999,5.513330000000002,0.99321,4.0,0.0,2.0,2.0,2.0,2.0
309.9999,5.513330000000002,0.99681,4.0,1.0,2.0,2.0,2.0,2.0
319.9999,5.513330000000002,0.99392,4.0,1.0,2.0,2.0,2.0,2.0
329.9999,5.49333,0.98972,4.0,1.0,2.0,2.0,2.0,2.0
349.9999,5.513330000000002,0.995,4.0,2.0,2.0,2.0,2.0,2.0
359.9999,5.513330000000002,0.99447,4.0,2.0,2.0,2.0,2.0,2.0
369.9999,5.513330000000002,0.99491,4.0,2.0,2.0,2.0,2.0,2.0
389.9999,5.513330000000002,0.9954,4.0,2.0,2.0,2.0,2.0,2.0
399.9999,5.513330000000002,0.99418,4.0,2.0,2.0,2.0,2.0,2.0
419.9999,5.513330000000002,0.9931,4.0,2.0,2.0,2.0,2.0,2.0
429.9999,5.513330000000002,0.99405,4.0,2.0,2.0,2.0,2.0,2.0
449.9999,5.513330000000002,0.99295,4.0,2.0,2.0,2.0,2.0,2.0
459.9999,5.513330000000002,0.99572,4.0,2.0,2.0,2.0,2.0,2.0
479.9999,5.513330000000002,0.99234,4.0,2.0,2.0,2.0,2.0,2.0
489.9999,5.513330000000002,0.99614,4.0,2.0,2.0,2.0,2.0,2.0
499.9999,5.513330000000002,0.99431,4.0,2.0,2.0,2.0,2.0,2.0
519.9999,5.513330000000002,0.99069,4.0,2.0,2.0,2.0,2.0,2.0
529.9999,5.513330000000002,0.99547,4.0,2.0,2.0,2.0,2.0,2.0
549.9999,5.513330000000002,0.99628,4.0,2.0,2.0,2.0,2.0,2.0
559.9999,5.513330000000002,0.99506,4.0,2.0,2.0,2.0,2.0,2.0
569.9999,5.513330000000002,0.99386,4.0,2.0,2.0,2.0,2.0,2.0
589.9999,5.513330000000002,0.99561,4.0,2.0,2.0,2.0,2.0,2.0
649.9999,5.513330000000002,0.99601,4.0,2.0,2.0,2.0,2.0,2.0
659.9999,5.513330000000002,0.99515,4.0,2.0,2.0,2.0,2.0,2.0
669.9999,5.513330000000002,0.99566,4.0,2.0,2.0,2.0,2.0,2.0
679.9999,5.513330000000002,0.99327,4.0,2.0,2.0,2.0,2.0,2.0
689.9999,5.513330000000002,0.99383,4.0,2.0,2.0,2.0,2.0,2.0
699.9999,5.513330000000002,0.99266,4.0,2.0,2.0,2.0,2.0,2.0
709.9999,5.513330000000002,0.99499,4.0,2.0,2.0,2.0,2.0,2.0
719.9999,5.513330000000002,0.99524,4.0,2.0,2.0,2.0,2.0,2.0
739.9999,5.513330000000002,0.99245,4.0,2.0,2.0,2.0,2.0,2.0
759.9999,5.513330000000002,0.99501,4.0,2.0,2.0,2.0,2.0,2.0
769.9999,5.513330000000002,0.9924,4.0,2.0,2.0,2.0,2.0,2.0
789.9999,5.513330000000002,0.99658,4.0,2.0,2.0,2.0,2.0,2.0
799.9999,5.513330000000002,0.99433,4.0,2.0,2.0,2.0,2.0,2.0
809.9999,5.513330000000002,0.99426,4.0,2.0,2.0,2.0,2.0,2.0
829.9999,5.513330000000002,0.99578,4.0,2.0,2.0,2.0,2.0,2.0
839.9999,5.513330000000002,0.99579,4.0,2.0,2.0,2.0,2.0,2.0
849.9999,5.513330000000002,0.99443,4.0,2.0,2.0,2.0,2.0,2.0
859.9999,5.513330000000002,0.9957,4.0,2.0,2.0,2.0,2.0,2.0
889.9999,5.52,0.99377,4.0,2.0,2.0,2.0,2.0,2.0
299.9999,4.99333,0.13556,4.0,0.0,1.0,1.0,1.0,1.0
309.9999,4.94,0.12594,4.0,1.0,1.0,1.0,1.0,1.0
319.9999,4.973330000000002,0.15249,4.0,1.0,1.0,1.0,1.0,1.0
329.9999,4.96667,0.13414,4.0,1.0,1.0,1.0,1.0,1.0
339.9999,4.92667,0.15029,4.0,1.0,1.0,1.0,1.0,1.0
349.9999,4.986669999999998,0.14825,4.0,1.0,1.0,1.0,1.0,1.0
379.9999,4.986669999999998,0.16729000000000002,4.0,1.0,1.0,1.0,1.0,1.0
389.9999,4.95333,0.15574000000000002,4.0,1.0,1.0,1.0,1.0,1.0
409.9999,4.90667,0.15533,4.0,1.0,1.0,1.0,1.0,1.0
429.9999,4.94667,0.1244,4.0,1.0,1.0,1.0,1.0,1.0
439.9999,4.95333,0.15768,4.0,1.0,1.0,1.0,1.0,1.0
449.9999,4.96667,0.14927,4.0,1.0,1.0,1.0,1.0,1.0
459.9999,4.96667,0.13535,4.0,1.0,1.0,1.0,1.0,1.0
469.9999,4.96,0.1572,4.0,1.0,1.0,1.0,1.0,1.0
479.9999,4.95333,0.14979,4.0,1.0,1.0,1.0,1.0,1.0
489.9999,4.96,0.12672,4.0,1.0,1.0,1.0,1.0,1.0
499.9999,4.96,0.13217,4.0,1.0,1.0,1.0,1.0,1.0
509.9999,4.96,0.15689,4.0,1.0,1.0,1.0,1.0,1.0
529.9999,4.96,0.15339,4.0,1.0,1.0,1.0,1.0,1.0
539.9999,4.96,0.13769,4.0,1.0,1.0,1.0,1.0,1.0
549.9999,4.92667,0.14232,4.0,1.0,1.0,1.0,1.0,1.0
559.9999,4.98,0.13972,4.0,1.0,1.0,1.0,1.0,1.0
579.9999,4.94667,0.14570999999999998,4.0,1.0,1.0,1.0,1.0,1.0
589.9999,4.94,0.12718,4.0,1.0,1.0,1.0,1.0,1.0
619.9999,4.90667,0.12972,4.0,1.0,1.0,1.0,1.0,1.0
629.9999,4.9333300000000015,0.15027,4.0,1.0,1.0,1.0,1.0,1.0
639.9999,4.98,0.14499,4.0,1.0,1.0,1.0,1.0,1.0
669.9999,4.92667,0.14175,4.0,1.0,1.0,1.0,1.0,1.0
679.9999,4.95333,0.14862,4.0,1.0,1.0,1.0,1.0,1.0
689.9999,4.94,0.13305,4.0,1.0,1.0,1.0,1.0,1.0
699.9999,4.94667,0.1363,4.0,1.0,1.0,1.0,1.0,1.0
709.9999,4.96667,0.14369,4.0,1.0,1.0,1.0,1.0,1.0
719.9999,4.95333,0.15374000000000002,4.0,1.0,1.0,1.0,1.0,1.0
739.9999,4.95333,0.13086,4.0,1.0,1.0,1.0,1.0,1.0
749.9999,4.9333300000000015,0.15138,4.0,1.0,1.0,1.0,1.0,1.0
759.9999,4.92,0.13898,4.0,1.0,1.0,1.0,1.0,1.0
779.9999,4.95333,0.14040999999999998,4.0,1.0,1.0,1.0,1.0,1.0
789.9999,4.95333,0.12709,4.0,1.0,1.0,1.0,1.0,1.0
799.9999,4.94,0.12289,4.0,1.0,1.0,1.0,1.0,1.0
809.9999,4.986669999999998,0.10538,4.0,1.0,1.0,1.0,1.0,1.0
839.9999,5.0,0.1553,4.0,1.0,1.0,1.0,1.0,1.0
879.9999,4.973330000000002,0.16763,4.0,1.0,1.0,1.0,1.0,1.0
899.9999,4.92667,0.1348,4.0,1.0,1.0,1.0,1.0,1.0
299.9999,5.513330000000002,0.99286,4.0,0.0,2.0,2.0,2.0,2.0
309.9999,5.513330000000002,0.99432,4.0,1.0,2.0,2.0,2.0,2.0
339.9999,5.513330000000002,0.99537,4.0,2.0,2.0,2.0,2.0,2.0
349.9999,5.513330000000002,0.99406,4.0,2.0,2.0,2.0,2.0,2.0
359.9999,5.513330000000002,0.99286,4.0,2.0,2.0,2.0,2.0,2.0
369.9999,5.49333,0.98667,4.0,2.0,2.0,2.0,2.0,2.0
379.9999,5.49333,0.98618,4.0,2.0,2.0,2.0,2.0,2.0
389.9999,5.513330000000002,0.99498,4.0,2.0,2.0,2.0,2.0,2.0
399.9999,5.513330000000002,0.9931,4.0,2.0,2.0,2.0,2.0,2.0
419.9999,5.50667,0.99658,4.0,2.0,2.0,2.0,2.0,2.0
429.9999,5.50667,0.99453,4.0,2.0,2.0,2.0,2.0,2.0
439.9999,5.50667,0.99539,4.0,2.0,2.0,2.0,2.0,2.0
449.9999,5.50667,0.9966,4.0,2.0,2.0,2.0,2.0,2.0
459.9999,5.50667,0.99432,4.0,2.0,2.0,2.0,2.0,2.0
469.9999,5.50667,0.99373,4.0,2.0,2.0,2.0,2.0,2.0
489.9999,5.50667,0.99517,4.0,2.0,2.0,2.0,2.0,2.0
509.9999,5.50667,0.99504,4.0,2.0,2.0,2.0,2.0,2.0
519.9999,5.50667,0.99446,4.0,2.0,2.0,2.0,2.0,2.0
529.9999,5.50667,0.99619,4.0,2.0,2.0,2.0,2.0,2.0
539.9999,5.50667,0.99552,4.0,2.0,2.0,2.0,2.0,2.0
549.9999,5.50667,0.99541,4.0,2.0,2.0,2.0,2.0,2.0
559.9999,5.50667,0.99577,4.0,2.0,2.0,2.0,2.0,2.0
569.9999,5.50667,0.99592,4.0,2.0,2.0,2.0,2.0,2.0
579.9999,5.50667,0.99495,4.0,2.0,2.0,2.0,2.0,2.0
589.9999,5.50667,0.99544,4.0,2.0,2.0,2.0,2.0,2.0
609.9999,5.50667,0.99456,4.0,2.0,2.0,2.0,2.0,2.0
619.9999,5.50667,0.99295,4.0,2.0,2.0,2.0,2.0,2.0
629.9999,5.50667,0.99375,4.0,2.0,2.0,2.0,2.0,2.0
639.9999,5.50667,0.99179,4.0,2.0,2.0,2.0,2.0,2.0
659.9999,5.50667,0.99567,4.0,2.0,2.0,2.0,2.0,2.0
669.9999,5.50667,0.99521,4.0,2.0,2.0,2.0,2.0,2.0
679.9999,5.50667,0.99477,4.0,2.0,2.0,2.0,2.0,2.0
719.9999,5.50667,0.99582,4.0,2.0,2.0,2.0,2.0,2.0
729.9999,5.50667,0.99456,4.0,2.0,2.0,2.0,2.0,2.0
739.9999,5.50667,0.99375,4.0,2.0,2.0,2.0,2.0,2.0
749.9999,5.486669999999998,0.98718,4.0,2.0,2.0,2.0,2.0,2.0
759.9999,5.486669999999998,0.98773,4.0,2.0,2.0,2.0,2.0,2.0
769.9999,5.49333,0.99146,4.0,2.0,2.0,2.0,2.0,2.0
779.9999,5.50667,0.99599,4.0,2.0,2.0,2.0,2.0,2.0
789.9999,5.50667,0.99378,4.0,2.0,2.0,2.0,2.0,2.0
799.9999,5.50667,0.99492,4.0,2.0,2.0,2.0,2.0,2.0
809.9999,5.50667,0.99569,4.0,2.0,2.0,2.0,2.0,2.0
819.9999,5.486669999999998,0.98692,4.0,2.0,2.0,2.0,2.0,2.0
829.9999,5.50667,0.99462,4.0,2.0,2.0,2.0,2.0,2.0
839.9999,5.486669999999998,0.98891,4.0,2.0,2.0,2.0,2.0,2.0
849.9999,5.50667,0.99719,4.0,2.0,2.0,2.0,2.0,2.0
859.9999,5.486669999999998,0.98896,4.0,2.0,2.0,2.0,2.0,2.0
869.9999,5.486669999999998,0.98867,4.0,2.0,2.0,2.0,2.0,2.0
889.9999,5.50667,0.9953,4.0,2.0,2.0,2.0,2.0,2.0
299.9999,5.526669999999998,0.99324,4.0,0.0,2.0,2.0,2.0,2.0
309.9999,5.526669999999998,0.99584,4.0,1.0,2.0,2.0,2.0,2.0
319.9999,5.526669999999998,0.99176,4.0,1.0,2.0,2.0,2.0,2.0
339.9999,5.526669999999998,0.99567,4.0,1.0,2.0,2.0,2.0,2.0
349.9999,5.526669999999998,0.9952,4.0,1.0,2.0,2.0,2.0,2.0
359.9999,5.526669999999998,0.99397,4.0,1.0,2.0,2.0,2.0,2.0
379.9999,5.526669999999998,0.99261,4.0,1.0,2.0,2.0,2.0,2.0
389.9999,5.526669999999998,0.9946,4.0,1.0,2.0,2.0,2.0,2.0
429.9999,5.526669999999998,0.99374,4.0,2.0,2.0,2.0,2.0,2.0
449.9999,5.526669999999998,0.99275,4.0,2.0,2.0,2.0,2.0,2.0
459.9999,5.526669999999998,0.99395,4.0,2.0,2.0,2.0,2.0,2.0
469.9999,5.526669999999998,0.99244,4.0,2.0,2.0,2.0,2.0,2.0
479.9999,5.526669999999998,0.99485,4.0,2.0,2.0,2.0,2.0,2.0
489.9999,5.526669999999998,0.99391,4.0,2.0,2.0,2.0,2.0,2.0
499.9999,5.526669999999998,0.99518,4.0,2.0,2.0,2.0,2.0,2.0
519.9999,5.526669999999998,0.99494,4.0,2.0,2.0,2.0,2.0,2.0
549.9999,5.526669999999998,0.99459,4.0,2.0,2.0,2.0,2.0,2.0
559.9999,5.526669999999998,0.99544,4.0,2.0,2.0,2.0,2.0,2.0
579.9999,5.526669999999998,0.99539,4.0,2.0,2.0,2.0,2.0,2.0
599.9999,5.526669999999998,0.99467,4.0,2.0,2.0,2.0,2.0,2.0
609.9999,5.526669999999998,0.99256,4.0,2.0,2.0,2.0,2.0,2.0
639.9999,5.526669999999998,0.99415,4.0,2.0,2.0,2.0,2.0,2.0
659.9999,5.526669999999998,0.99223,4.0,2.0,2.0,2.0,2.0,2.0
689.9999,5.50667,0.98843,4.0,2.0,2.0,2.0,2.0,2.0
699.9999,5.526669999999998,0.99395,4.0,2.0,2.0,2.0,2.0,2.0
709.9999,5.526669999999998,0.99209,4.0,2.0,2.0,2.0,2.0,2.0
719.9999,5.50667,0.98832,4.0,2.0,2.0,2.0,2.0,2.0
729.9999,5.526669999999998,0.99177,4.0,2.0,2.0,2.0,2.0,2.0
739.9999,5.526669999999998,0.99453,4.0,2.0,2.0,2.0,2.0,2.0
749.9999,5.526669999999998,0.99365,4.0,2.0,2.0,2.0,2.0,2.0
759.9999,5.526669999999998,0.99475,4.0,2.0,2.0,2.0,2.0,2.0
769.9999,5.526669999999998,0.99111,4.0,2.0,2.0,2.0,2.0,2.0
779.9999,5.526669999999998,0.99065,4.0,2.0,2.0,2.0,2.0,2.0
799.9999,5.526669999999998,0.99224,4.0,2.0,2.0,2.0,2.0,2.0
819.9999,5.526669999999998,0.99115,4.0,2.0,2.0,2.0,2.0,2.0
